ApplicationId,Year,Amount
1088279,2018,64651.3
1088295,2018,77359
1088313,2018,77359
1088318,2018,77359
1088334,2018,77359
1088366,2018,77359
1088389,2018,77359
1088426,2018,77359
1088436,2018,77359
1088448,2018,77359
1088449,2018,77359
1088535,2018,77359
1088634,2018,77359
1088673,2018,77359
1088703,2018,77359
1088733,2018,77359
1088735,2018,64651.3
1088738,2018,64651.3
1088785,2018,77359
1088813,2018,77359
1088930,2018,77359
1088964,2018,77359
1089072,2018,77359
1089250,2018,77359
1089395,2018,77359
1089398,2018,46179.5
1089403,2018,77359
1089415,2018,38679.5
1089698,2018,77359
1089718,2018,77359
1089763,2018,77359
1089853,2018,92359
1089898,2018,46179.5
1090035,2018,77359
1090108,2018,77359
1090129,2018,77359
1090146,2018,77359
1090184,2018,77359
1090204,2018,77359
1090229,2018,77359
1090302,2018,64651.3
1090351,2018,77359
1090403,2018,77359
1090408,2018,77359
1090428,2018,92359
1090444,2018,77359
1090462,2018,77359
1090500,2018,46179.5
1090510,2018,92359
1090517,2018,77359
1090521,2018,77359
1090612,2018,77359
1090644,2018,77359
1090648,2018,77359
1090678,2018,64651.3
1090694,2018,84859
1090716,2018,77359
1090759,2018,77359
1090778,2018,84859
1090828,2018,54151.3
1090875,2018,77359
1090888,2018,77359
1090890,2018,77359
1090898,2018,77359
1090904,2018,81109
1090906,2018,46179.5
1090952,2018,77359
1090992,2018,77359
1090993,2018,77359
1090997,2018,92359
1091003,2018,77359
1091006,2018,77359
1091011,2018,77359
1091097,2018,77359
1091158,2018,38679.5
1091211,2018,77359
1091221,2018,77359
1091226,2018,77359
1091257,2018,77359
1091310,2018,77359
1091387,2018,46179.5
1091415,2018,77359
1091418,2018,92359
1091516,2018,77359
1091520,2018,77359
1091536,2018,92359
1091544,2018,77359
1091551,2018,64651.3
1091571,2018,77359
1091586,2018,77359
1091589,2018,77359
1091628,2018,46415.4
1091636,2018,77359
1091657,2018,77359
1091688,2018,77359
1091733,2018,38679.5
1091734,2018,77359
1091751,2018,92359
1091816,2018,77359
1091843,2018,77359
1091855,2018,84859
1091878,2018,77359
1091911,2018,77359
1091948,2018,92359
1091976,2018,77359
1092005,2018,77359
1092023,2018,77359
1092028,2018,92359
1092046,2018,77359
1092066,2018,77359
1092077,2018,77359
1092089,2018,77359
1092136,2018,77359
1092153,2018,46179.5
1092158,2018,77359
1092160,2018,92359
1092170,2018,77359
1092183,2018,77359
1092191,2018,77359
1092264,2018,77359
1092280,2018,77359
1092440,2018,77359
1092451,2018,77359
1092576,2018,92359
1092499,2018,71873.1666666667
1092503,2018,300838.616666667
1092547,2018,331505.1125
1092674,2018,105855
1092852,2018,192187.460833333
1077750,2018,158538
1077769,2018,242173
1077788,2018,90466
1077799,2018,191271
1077859,2018,228656
1077989,2018,130805
1078026,2018,945061
1078042,2018,179565
1078069,2018,254274
1078077,2018,201169
1078113,2018,121722
1078117,2018,193165
1078142,2018,189433
1078214,2018,141062
1078333,2018,478491
1078345,2018,162416
1078442,2018,178709
1078471,2018,98914
1078600,2018,201672
1078624,2018,306794
1078649,2018,484244
1078707,2018,210473
1078756,2018,326953
1078877,2018,123539
1078907,2018,97359
1078918,2018,61180
1078930,2018,218210
1078943,2018,221169
1078978,2018,78913
1079086,2018,103913
1079148,2018,464029
1079157,2018,173369
1079160,2018,189566
1079179,2018,106561
1079184,2018,197251
1079362,2018,281737
1079501,2018,1086074
1079522,2018,52760
1079616,2018,203122
1079668,2018,187584
1079670,2018,196271
1079696,2018,884980
1079720,2018,137341
1079834,2018,288630
1079866,2018,209561
1079956,2018,43415
1080186,2018,92189
1080204,2018,224838
1080253,2018,170092
1080259,2018,147950
1080307,2018,196102
1080330,2018,241271
1080498,2018,219873
1080521,2018,123273
1080582,2018,482526
1080587,2018,484344
1080604,2018,392077
1080606,2018,127274
1080652,2018,176271
1080706,2018,281670
1080920,2018,505524
1081001,2018,142482
1081026,2018,555228
1081151,2018,15000
1081167,2018,112359
1081242,2018,163539
1081290,2018,173538
1081355,2018,82587
1081373,2018,216271
1081376,2018,214378
1081433,2018,289953
1081443,2018,399885
1081473,2018,188164
1081478,2018,198379
1081667,2018,193199
1081733,2018,229378
1081743,2018,23547
1081770,2018,193539
1081869,2018,204378
1081901,2018,164726
1081911,2018,78373
1081916,2018,286907
1081923,2018,170092
1081944,2018,273265
1081987,2018,244533
1082215,2018,173539
1082224,2018,155262
1082253,2018,185246
1082257,2018,212825
1082271,2018,199745
1082307,2018,98438
1082317,2018,199718
1082336,2018,145466
1082401,2018,224718
1082403,2018,212825
1082406,2018,204189
1082438,2018,220557
1082599,2018,188164
1082665,2018,220700
1082668,2018,140003
1082914,2018,184460
1083010,2018,162702
1083054,2018,189718
1083064,2018,89100
1083116,2018,219113
1083172,2018,297883
1083176,2018,182085
1083192,2018,217825
1083198,2018,224718
1083209,2018,199718
1083456,2018,198010
1083480,2018,172613
1083495,2018,266263
1083548,2018,120466
1083596,2018,192995
1083747,2018,224718
1083837,2018,208164
1083896,2018,148708
1083964,2018,107359
1084032,2018,161006
1084050,2018,250558
1084197,2018,103957
1084237,2018,144167
1084244,2018,396969
1084283,2018,217825
1084376,2018,207080
1084429,2018,199138
1084454,2018,208307
1084544,2018,149392
1084657,2018,323775
1084739,2018,162910
1084797,2018,192824
1084869,2018,214718
1084880,2018,156441
1084952,2018,107887
1084965,2018,272621
1084967,2018,350466
1084990,2018,272825
1085015,2018,137359
1085018,2018,227825
1085062,2018,242999
1085151,2018,175262
1085240,2018,221271
1085272,2018,143369
1085309,2018,168165
1085323,2018,208164
1085359,2018,303290
1085367,2018,230932
1085404,2018,77359
1085411,2018,233920
1085435,2018,214532
1085460,2018,199906
1085461,2018,81919
1085531,2018,163650
1085550,2018,80277
1085596,2018,213521
1085708,2018,153539
1085832,2018,295524
1085942,2018,327359
1086082,2018,247077
1086141,2018,90449
1086145,2018,266271
1086188,2018,105736
1086256,2018,181271
1086311,2018,203164
1086386,2018,587420
1086451,2018,163369
1086656,2018,133539
1086662,2018,171543
1086683,2018,506353
1086732,2018,172699
1086804,2018,339876
1086850,2018,263835
1086851,2018,284714
1086865,2018,252343
1086887,2018,80000
1086952,2018,265764
1087045,2018,108897
1087192,2018,616182
1087224,2018,209718
1087248,2018,183539
1087297,2018,172969
1087781,2018,338086
1087889,2018,138199
1088005,2018,151985
1088455,2018,288143
1088683,2018,191831
1088931,2018,109067
1089056,2018,374742
1089104,2018,496215
1089138,2018,183164
1089270,2018,170466
1089838,2018,150466
1078477,2018,52536
1078483,2018,91937
1078567,2018,110287
1078980,2018,110287
1079329,2018,91937
1079388,2018,110287
1079478,2018,110287
1079777,2018,78803
1079785,2018,110287
1079842,2018,91937
1080518,2018,78803
1080820,2018,91937
1081884,2018,110287
1082186,2018,65670
1082548,2018,110287
1083920,2018,91937
1084178,2018,94532
1077633,2018,122329
1077636,2018,150162
1077677,2018,122329
1077691,2018,122329
1077694,2018,150162
1077703,2018,122329
1077867,2018,167383
1077934,2018,135162
1077966,2018,135162
1078029,2018,182383
1078037,2018,177383
1078061,2018,182383
1078164,2018,135162
1078168,2018,137329
1078186,2018,122329
1078220,2018,122329
1078243,2018,167383
1078360,2018,122329
1078399,2018,147996
1078407,2018,147996
1078494,2018,122329
1078523,2018,150162
1078541,2018,135162
1078671,2018,182383
1078730,2018,182383
1078737,2018,182383
1078752,2018,167383
1078808,2018,182383
1078901,2018,147996
1078985,2018,122329
1079004,2018,122329
1079133,2018,122329
1079136,2018,167383
1079187,2018,162996
1079238,2018,162996
1079257,2018,147996
1079267,2018,137329
1079301,2018,137329
1079352,2018,135162
1079400,2018,167383
1079422,2018,135162
1079438,2018,135162
1079467,2018,122329
1079492,2018,162996
1079561,2018,167383
1079611,2018,135162
1079621,2018,137329
1079646,2018,135162
1079679,2018,182383
1079700,2018,122329
1079715,2018,137329
1079904,2018,122329
1079929,2018,147996
1080001,2018,135162
1080042,2018,167383
1080206,2018,147996
1080321,2018,162996
1080404,2018,137329
1080593,2018,147996
1080806,2018,122329
1080856,2018,182383
1080887,2018,167383
1080963,2018,122329
1081143,2018,167383
1081175,2018,147996
1081288,2018,122329
1081328,2018,122329
1081334,2018,162996
1081356,2018,167383
1081421,2018,122329
1081858,2018,167383
1082045,2018,147996
1082138,2018,182383
1082141,2018,167383
1076729,2018,51287
1076774,2018,169975
1076817,2018,397484
1077898,2019,300573
1078046,2019,473126
1078068,2019,311042
1078106,2019,351098
1078190,2019,493157
1078444,2019,485356
1078557,2019,437578
1078579,2019,290185
1078609,2019,500095
1078927,2019,364474
1079022,2019,382439
1079078,2019,412216
1079102,2019,495073
1079421,2019,328182
1079502,2019,365509
1079625,2019,297760
1079648,2019,430088
1079864,2019,385440
1080401,2019,488281
1092499,2019,70085.125
1092503,2019,61627.1333333333
1092547,2019,183898.733333333
1092852,2019,158735.545833333
1077859,2019,82646
1078026,2019,402027
1078069,2019,138638
1078113,2019,126052
1078142,2019,136871
1078333,2019,405604
1078600,2019,241672
1078624,2019,47733
1078756,2019,326953
1078930,2019,225304
1079148,2019,473348
1079157,2019,173369
1079160,2019,184566
1079179,2019,74853
1079184,2019,207251
1079362,2019,139013
1079501,2019,338743
1079696,2019,554980
1079866,2019,239174
1080259,2019,182137
1080521,2019,83273
1080582,2019,425630
1080587,2019,484344
1080606,2019,122274
1080652,2019,176271
1080706,2019,225366
1080920,2019,328077
1081001,2019,178662
1081026,2019,130092
1081443,2019,481065
1081667,2019,265558
1081911,2019,78373
1081916,2019,281907
1082253,2019,170246
1082271,2019,184745
1082307,2019,98415
1082406,2019,204189
1082665,2019,240700
1082668,2019,145003
1083054,2019,87359
1083172,2019,247883
1083192,2019,217825
1083456,2019,65651
1083837,2019,208164
1084032,2019,105736
1084197,2019,98957
1084283,2019,217825
1084454,2019,246194
1084952,2019,202887
1084965,2019,267621
1084990,2019,232825
1085062,2019,126819
1085460,2019,199906
1085461,2019,64826
1085531,2019,90763
1085832,2019,87733
1086386,2019,321179
1086683,2019,460262
1086732,2019,177699
1086804,2019,199071
1086851,2019,284714
1086952,2019,265037
1087192,2019,218639
1087224,2019,117359
1087781,2019,333086
1087889,2019,138199
1088455,2019,519510
1088683,2019,31708
1088931,2019,150246
1089056,2019,407263
1089104,2019,466215
1089138,2019,183164
1078477,2019,52536
1078483,2019,91937
1078567,2019,110287
1078980,2019,110287
1079329,2019,91937
1079388,2019,110287
1079478,2019,110287
1079777,2019,78803
1079785,2019,110287
1079842,2019,91937
1080518,2019,78803
1080820,2019,91937
1081884,2019,110287
1082186,2019,65670
1082548,2019,110287
1083920,2019,91937
1084178,2019,94532
1077633,2019,122329
1077636,2019,150162
1077677,2019,122329
1077691,2019,122329
1077694,2019,150162
1077703,2019,122329
1077867,2019,167383
1077934,2019,135162
1077966,2019,135162
1078029,2019,182383
1078037,2019,177383
1078061,2019,182383
1078164,2019,135162
1078168,2019,137329
1078186,2019,122329
1078220,2019,122329
1078243,2019,167383
1078360,2019,122329
1078399,2019,147996
1078407,2019,147996
1078494,2019,122329
1078523,2019,150162
1078541,2019,135162
1078671,2019,182383
1078730,2019,182383
1078737,2019,182383
1078752,2019,167383
1078808,2019,182383
1078901,2019,147996
1078985,2019,122329
1079004,2019,122329
1079133,2019,122329
1079136,2019,167383
1079187,2019,162996
1079238,2019,162996
1079257,2019,147996
1079267,2019,137329
1079301,2019,137329
1079352,2019,135162
1079400,2019,167383
1079422,2019,135162
1079438,2019,135162
1079467,2019,122329
1079492,2019,162996
1079561,2019,167383
1079611,2019,135162
1079621,2019,137329
1079646,2019,135162
1079679,2019,182383
1079700,2019,122329
1079715,2019,137329
1079904,2019,122329
1079929,2019,147996
1080001,2019,135162
1080042,2019,167383
1080206,2019,147996
1080321,2019,162996
1080404,2019,137329
1080593,2019,147996
1080806,2019,122329
1080856,2019,182383
1080887,2019,167383
1080963,2019,122329
1081143,2019,167383
1081175,2019,147996
1081288,2019,122329
1081328,2019,122329
1081334,2019,162996
1081356,2019,167383
1081421,2019,122329
1081858,2019,167383
1082045,2019,147996
1082138,2019,182383
1082141,2019,167383
1076774,2019,169975
1076817,2019,57353
